schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0001,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,precedes,O007-FREMLIN-V2-S234-SEG-234A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0002,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234A,precedes,O007-FREMLIN-V2-S234-SEG-234B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0003,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234B,precedes,O007-FREMLIN-V2-S234-SEG-234C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0004,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234C,precedes,O007-FREMLIN-V2-S234-SEG-234D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0005,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234D,precedes,O007-FREMLIN-V2-S234-SEG-234E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0006,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234E,precedes,O007-FREMLIN-V2-S234-SEG-234F,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0007,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234F,precedes,O007-FREMLIN-V2-S234-SEG-234G,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0008,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234G,precedes,O007-FREMLIN-V2-S234-SEG-234H,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0009,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234H,precedes,O007-FREMLIN-V2-S234-SEG-234I,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0010,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234I,precedes,O007-FREMLIN-V2-S234-SEG-234J,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S234-REL-0011,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234J,precedes,O007-FREMLIN-V2-S234-SEG-234K,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
